set,frames,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
CA01,3152,12.206880061177534,4.549707719697386,14.934353092361619,5.806317423222752,62.728332736166,CA01
CA02,1016,8.45416503969605,5.107254215000331,10.65560804374222,8.096392161231039,39.588898595904986,CA02
CA03,1776,8.477858007135831,6.536631807401564,10.430514182335195,8.324787749865472,22.897602178525904,CA03
CA04,3048,11.096667905283974,3.8878453580648373,12.87726820760658,5.024506344431493,64.96384868638327,CA04
CA05,1264,6.666103970340261,6.96969765509822,9.002856368556994,8.90161820047546,-4.554289673679699,CA05
CA06,1344,6.8537329436174055,5.556514770404423,9.097200015891971,7.273943911447624,18.92717711478717,CA06
CA07,936,9.218350934191053,4.1569989825863916,10.703855826201558,5.055835536342221,54.90517759344573,CA07
CA08,2664,17.220950624503686,4.375856500975046,19.98350163556379,5.532825963779295,74.58992481664374,CA08
CA09,664,8.291273163803591,5.376121855212314,10.542999012756217,6.349275793129673,35.15927229750036,CA09
CA10,5478,13.542168525943746,4.302627183245131,16.164690655861126,5.50549862200638,68.22793059322615,CA10
CA11,2336,16.432090788492225,5.085623871363708,18.257923366909736,6.278699752666312,69.05065863605569,CA11
CB01,568,17.581740415030016,4.272155728411948,18.93424468431835,5.1735288090095635,75.70117845239125,CB01
CB02,2024,7.8457734165471855,3.9473216992423668,9.453157573722597,4.95713273052787,49.688558543925836,CB02
CB03,1048,9.30953878189904,3.5225175642089783,10.332784676185248,4.980356182910198,62.16227627669407,CB03
CB05,1048,7.850835168385211,3.721462573765383,9.449449401249211,4.740987909434356,52.597876608701895,CB05
CB06,1987,12.113337827966113,4.916662757476075,13.947712590855696,6.177135575300262,59.41116455841795,CB06
CB07,2368,17.508677501831226,6.349220366088332,19.562349361551753,8.003371969386908,63.736722174337444,CB07
CB08,760,9.598066501255435,3.0955767678785517,10.712597245695079,3.7686737915694444,67.74791290023207,CB08
CB09,1456,10.831417819434442,4.479918036080689,13.23006540344723,5.502077661919836,58.63959722758986,CB09
CB10,1144,11.183602114890114,3.467420378093645,12.544601382815513,4.436917313344374,68.99549588341452,CB10
CB11,1936,11.844164091484025,4.912108187110451,14.472589447940726,6.237887001008699,58.52718563193273,CB11
CB12,4136,14.587567537942657,4.4344006541200605,17.094508884751754,5.621389636388662,69.6015072932066,CB12
CB13,2944,10.817042293125485,4.212535811874356,12.544318027421673,5.282840843619434,61.05649125037134,CB13
CB14,607,15.763710928099021,4.129361595123671,17.964150760623443,5.582463059799534,73.80463512710685,CB14
CB16,1560,16.628567773277652,4.0594085127902675,18.087540711699877,5.334498606482678,75.58774412722546,CB16
CB17,566,11.295332679908944,2.7772968246693517,12.493591438342138,3.4632351556154757,75.41199623443282,CB17
CB18,1936,9.650932887016502,4.048178340951007,11.78791952907073,5.162715680963637,58.05402039012143,CB18
CB19,1240,11.998077096524943,3.4773624703827424,13.554125327189062,4.359076215999928,71.01733517456805,CB19
CB20,504,10.209800903627187,4.353046633295445,11.981369484911681,5.442712916006038,57.36403996135753,CB20
CB22,1304,12.39600152066301,3.879694644884178,14.027093224185595,5.048947643769014,68.70204768515815,CB22
CB23,1320,16.361694196400222,3.4484758946126814,18.844049416289582,4.630409510542298,78.92347911396982,CB23
CB24,1785,13.931398061448816,5.03263679561815,15.513175706005619,6.85372773780375,63.8755796552498,CB24
CB25,542,22.5981065086628,19.91078446258058,41.34275958985428,41.08084790732103,11.891801842123614,CB25
CB26,1424,9.343048037033657,6.84538652856288,11.073153710980542,8.386696877832847,26.732833852192893,CB26
CI01,656,8.479245230971474,3.0253174395199105,9.523282554225137,3.854696869326371,64.3209111529223,CI01
CI02,648,10.642010643720578,4.962900597128538,12.163660216634497,6.53526570527825,53.36501002226542,CI02
CI03,1128,11.112547567900217,3.9830964436195395,13.11637885014725,4.877608088366546,64.15676586055623,CI03
CI04,1336,9.468139338208784,5.025899670149116,12.47467748703506,6.130751472796763,46.91776820534273,CI04
CI05,1058,22.23769281252421,6.7412596567650285,25.565362040065242,9.061024174268187,69.68543583366541,CI05
CI06,8379,9.59785229322081,5.1323379877860935,11.26227318318336,6.473489551072432,46.52618282726454,CI06
CI07,3506,11.618672675483538,5.709006496137008,13.991419578705974,7.084278783690979,50.86352240403902,CI07
CI08,360,6.084000563753127,5.113050753758049,6.82426451743567,5.935774334566538,15.959068376484733,CI08
CI09,2240,12.695821090305223,5.397301170084867,14.217545048075607,7.0699600354380765,57.4875769617898,CI09
PM_008,3075,5.116492248214166,3.893974866214512,6.208424635309918,5.0016824180879365,23.893662350927137,PM_008
PM_022,1666,6.810339317836491,2.8031873234303926,7.833079255573387,3.9300086540261345,58.839241444420296,PM_022
