subject_id,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct
S1,5.212415504445651,7.016381687725375,6.1990901976064245,8.313886656487146,-34.609024966277694
S11,6.867533488428608,4.605382635493819,8.513902703569368,5.634674734450137,32.93978626746241
S12,9.903391478638671,4.370806465645026,11.551636098658934,5.515159560151902,55.865559035278686
S13,10.090223078665476,4.629749318349886,11.367769002541126,5.5409300551443,54.11648204152279
S14,7.886515034188768,4.50601039479384,9.38101616770451,5.786319171680825,42.86436562588329
S15,12.644771468658892,6.318609522797768,13.485267403707919,8.326066406999551,50.02986381795066
S16,10.306270294782085,5.181365476435189,11.000978781036249,6.337692157135416,49.72608588522621
S17,7.2033099234318145,3.2040512104483447,8.306939595774914,4.068343032496622,55.51973683617566
S18,14.013532655860766,8.452167197673784,15.587430528065406,10.005725926103711,39.68567808532631
S19,5.666572937766025,7.548498943043538,7.057472631905223,8.75439870172427,-33.21100823983108
S2,8.072989867064688,6.399896657089672,9.38303716794527,7.342700760228376,20.724579586067875
S20,13.960696035857625,4.296154422372878,15.348072779308868,5.116057328982871,69.22678918487777
S21,7.86937378344964,4.240909408815917,9.68627001251665,5.2045587344036965,46.1086799849929
S22,3.777273807117982,7.6617113098792355,4.796598200249865,9.082543126656255,-102.83706453689776
S23,15.081335269451403,8.020215034046783,17.467641537988186,9.112661420772472,46.82025901053703
S24,7.591283256185532,9.347217182086807,9.083981683357168,10.570907342496307,-23.130923542742313
S25,13.69622938699672,8.450424589172783,15.642641237107144,9.67791804348552,38.30108747159517
S26,9.70130458045771,3.8787720305110125,11.085671550128666,4.885015909010007,60.018036766679785
S27,10.083288898603403,5.709193790479975,11.048046234098006,6.875301166152627,43.37964678101474
S28,12.079825566914666,4.4429808114423315,14.534364583971866,5.608315248325593,63.21982642190485
S3,4.595093416689865,6.981263885348014,5.6888422130875895,7.942413156542688,-51.92866068818809
S4,6.086412572957433,5.1282782030125995,7.172714702181809,6.734819419162701,15.74218570397157
S6,9.839956222786364,4.220196820944557,10.567821730488495,5.2670247072542535,57.11163011912739
S7,7.5475329917839895,9.67476378850982,13.319233790802974,14.424056941596465,-28.184451781018616
S8,12.418616575009873,10.873782072122909,13.836164966562114,12.813081074234322,12.439666637229564
S9,8.025005476522704,4.521472951335064,8.924701014572227,5.528874155678605,43.65769637712132
