set,frames,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
S1,11263,8.790153296465963,7.268530346661068,10.372118916949615,8.229869170471659,17.310539401134857,S1
S11,20578,7.241525592903297,5.242463254120635,9.629912821453006,7.430407137950804,27.60554130667916,S11
S12,22024,6.4683112468701065,3.0832792426851947,7.570621776686418,4.093523363807207,52.33254670332793,S12
S13,20108,6.117266610478648,3.045724914480824,7.9041787466915086,3.7534358284604,50.21101566402858,S13
S14,13674,5.4968302340851345,2.621850501432198,6.769136386972876,3.6164934158081743,52.302501809598525,S14
S15,21817,6.38084528203914,5.181636248612991,8.383792984863272,5.96584810779337,18.793889844057084,S15
S16,15071,6.321762749903482,5.175362442901736,8.113077056928436,6.490162986041604,18.134187446677725,S16
S17,12797,4.139967048770973,2.9013566288386583,5.297290740836383,3.776930418375559,29.918364212585214,S17
S18,17012,6.239575470884383,4.441063331795727,8.002342814119398,5.8770531862883315,28.82427093767871,S18
S19,19685,8.132467445381344,6.890777230285785,11.160259619070636,7.987433872013255,15.268308461545086,S19
S2,14125,5.363518152374509,4.178005616580748,7.082356189702281,4.740382157564499,22.10326323346024,S2
S20,19241,6.253564776775597,6.205008565864821,7.402169819631482,7.372118912353644,0.7764565115100901,S20
S21,16825,5.715042774417401,3.766151096057792,7.365490153402772,4.8020048278702605,34.10108647101563,S21
S22,11813,7.708362021553809,8.68796381372985,10.057798619735253,10.567957378449506,-12.70830027750277,S22
S23,18459,9.615123411794478,9.986118153050894,11.360735905951389,11.703855750840539,-3.858450124533314,S23
S24,18585,6.300392077478029,4.730496629810312,8.831160892722746,6.027594549615309,24.917424635835157,S24
S25,18417,8.031573344739286,7.2228947236809065,10.474168947804472,8.437297276946191,10.068744769517261,S25
S26,16413,5.5637846011976615,5.698092642249889,7.110238114420647,6.858732279601681,-2.413969099797934,S26
S27,21644,6.677408361670978,7.273460034333091,8.099617009610578,8.564444624685416,-8.926392402230658,S27
S28,14697,6.6982115622422835,5.177036225046146,8.13990096344364,6.070050772662304,22.71017155939026,S28
S3,18262,6.716861655425184,6.853311200388298,8.355180711267863,7.875548731292045,-2.031447898780285,S3
S4,17316,5.929620827188682,3.3697912164139776,6.828908651482836,4.256521414065343,43.170207427721074,S4
S6,12999,6.529948296211898,3.1740243601075444,8.349631128169152,3.8306978843010397,51.392810231761956,S6
S7,19889,8.586467151754661,8.583494691897528,13.858648589597054,13.134540350177444,0.03461796108456584,S7
S8,18268,5.890810364275698,2.517871203907629,7.606422214104735,3.600579423628903,57.25764286732029,S8
S9,20341,7.776028680091565,6.015650044775388,10.77200560003561,8.096300938259954,22.6385306399802,S9
