set,frames,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id,view_type
PM_008_front,10380,9.674645789840584,6.8706165729775295,11.430940693639798,8.706126776744227,28.983275230681688,PM_008,front
PM_008_side,5182,10.189087959710452,8.776424394403582,13.509724872005142,11.956495486868402,13.864475121745972,PM_008,side
PM_022_front,2755,10.554127946104073,7.987629662670152,12.99325089516454,9.490213596211715,24.317483135888192,PM_022,front
PM_022_side,2755,14.936387853405439,12.066988131637041,18.407256763050803,15.289156410559416,19.210800830363986,PM_022,side
PM_029_front,3088,15.06015394444255,14.337477942107935,21.675413081702526,20.787663812512317,4.798596382218891,PM_029,front
PM_029_side,3088,15.572958239872799,15.458966299099744,19.148199080690624,18.14376385105456,0.7319864281225069,PM_029,side
PM_038_front,2472,8.054618473230756,7.171942879107263,9.721658339852972,8.754370867869222,10.958626992166472,PM_038,front
PM_038_side,2472,10.451136275979094,9.094725420205856,12.924492347108066,11.661429944215751,12.978596967401659,PM_038,side
PM_043_front,3462,9.307302248666174,8.090620874334315,11.650780038272398,11.056283074866917,13.072331184970611,PM_043,front
PM_043_side,3462,11.325571714307605,9.658511361599036,16.020499230715732,13.699374098195415,14.71943664091209,PM_043,side
PM_105_front,3286,10.503920896815014,8.431751047392282,12.318405462473025,10.912758424147864,19.72758429712711,PM_105,front
PM_105_side,3286,13.045413082158065,11.210266814122496,16.515777135144532,14.695628696145542,14.06736802030025,PM_105,side
PM_113_front,3897,11.306299820849633,12.367534455244535,15.368949645669003,16.4736698372673,-9.386224062782313,PM_113,front
PM_113_side,3897,16.28765109338473,13.305419450291375,18.671483684041892,15.992109305253182,18.309771163409792,PM_113,side
PM_118_front,2461,12.611409343200743,12.061813880987717,16.701990683205942,16.89418283104515,4.357922633835779,PM_118,front
PM_118_side,2461,13.151857795037605,12.709424662161677,16.710033181215273,16.131441996301923,3.3640352547216943,PM_118,side
PM_126_front,3400,12.796898711817756,13.178870914915537,19.014034211938935,19.042145071034835,-2.9848810379739548,PM_126,front
PM_126_side,3398,16.577424844526746,15.20555427365042,20.45349340410683,18.470374290662726,8.275534853830244,PM_126,side
