set,frames,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
CA01,3152,20.73328419989452,6.416681854471813,25.863656837716057,8.211049102634117,69.05130035064846,CA01
CA02,1016,19.288408466977177,7.063974367231,24.526484634519925,10.396540841840858,63.37710091879838,CA02
CA03,1776,19.614759704056237,10.436074350217561,25.620067633770066,15.634821486665498,46.79478868120198,CA03
CA04,3048,17.340766139479395,6.35444628573329,23.720699219697064,8.358479597850483,63.355446728122125,CA04
CA05,1264,14.717682020712271,8.434377972101556,19.086865201373246,11.488819176096309,42.692212263916204,CA05
CA06,1344,20.343022325766125,5.490903025884306,25.07820544493058,6.867243333641389,73.00842058788078,CA06
CA07,936,15.775468430291829,5.93068455318012,21.00622119823091,7.47278527714823,62.405651664884296,CA07
CA08,2664,19.826063009854504,6.7938459569486715,26.561771826862476,8.662518675486908,65.73275312616627,CA08
CA09,664,15.995172555467228,6.5793310898561,22.434173708469437,8.532119870278272,58.86677016430652,CA09
CA10,5507,19.359740570328338,5.756515003342699,24.994906038351107,7.87500672828607,70.26553644956685,CA10
CA11,2336,19.905895855001432,9.2919066528721,26.917413889356908,12.966183620569131,53.32083157394057,CA11
CB01,568,21.390068477464457,7.722455503328413,30.704957202016264,10.044714663762882,63.897004296809904,CB01
CB02,2024,18.228994131687166,6.0192879969787745,25.054445903070786,8.255328841419963,66.97959331439169,CB02
CB03,1048,22.779041399552348,4.676776172430546,30.53849816946971,6.1876588372337205,79.46895090799363,CB03
CB05,1048,18.08868329263496,6.526222937665425,26.968773159987776,9.038614985696617,63.920961895979126,CB05
CB06,2064,20.626162360723328,6.947118662473188,28.106982482103223,9.502053254181979,66.31889858628281,CB06
CB07,2392,23.162407662575813,7.533554521645389,29.957493150574123,9.30306201405074,67.47508017563487,CB07
CB08,760,20.667348894490807,6.021271328004298,27.562450656733304,7.780487107762149,70.86577790531538,CB08
CB09,1456,17.814342735068724,6.779754749753441,26.199539869888238,8.749973437923282,61.942156100954314,CB09
CB10,1144,16.08111280490623,4.961746764159909,21.601878782169187,6.627153528938294,69.1455011580659,CB10
CB11,1936,20.21839571330622,5.614125691663564,27.8155279007536,7.376512272151583,72.23258575373134,CB11
CB12,4136,17.808934491503145,5.960264091627863,24.354822736914564,7.767424337274119,66.53216903868349,CB12
CB13,2944,19.076277237466545,5.98131802665337,28.685522444197744,7.950095421316187,68.6452552969516,CB13
CB14,616,20.21414584603012,6.428958374082296,25.969882218996347,7.635105576257478,68.19574557811511,CB14
CB16,1560,17.616685599903736,8.049113757552561,27.018831685663546,11.127513238316194,54.30971557103486,CB16
CB17,568,19.51687798143546,6.546521360379614,29.44555303312829,8.885346735946685,66.45712820151515,CB17
CB18,1944,20.416972347619254,6.190790093830484,25.30063081958638,8.509698167669383,69.67821678735649,CB18
CB19,1240,17.48869966796282,6.012703348244381,24.42300010386026,7.846464845166158,65.61949451702847,CB19
CB20,504,20.37882785439403,5.597690601865592,27.819230664017915,7.471384134544607,72.53183234158075,CB20
CB22,1304,23.265622548211443,7.509874713362805,33.8736026136713,10.693935504915167,67.7211529680725,CB22
CB23,1320,18.432599001523265,5.329957107576999,24.587552932049707,6.794040043078587,71.08407171915077,CB23
CB24,1792,19.026033671851913,7.854940623716733,27.77457658098306,11.141450073110624,58.71477597909577,CB24
CB25,542,32.88145409623243,21.450318689808388,45.403420304959035,41.66367639166642,34.76468945980655,CB25
CB26,1424,22.568563192337162,7.303438320331635,31.72621267265963,9.19517040927137,67.63888663142093,CB26
CI01,656,13.470365228775158,5.65765358297159,18.650188400732926,7.548184639159537,57.99925624224495,CI01
CI02,648,17.732312421404092,5.860485938410977,24.50568997859526,7.903305139427006,66.95024428208824,CI02
CI03,1128,16.810581461307283,5.001507959745176,23.18234201762173,6.867498378444199,70.2478586403624,CI03
CI04,1336,16.671433320566443,5.217324616464743,23.21269901545053,7.095629156349888,68.70500264648226,CI04
CI05,1064,22.32299565377554,8.568310041406518,27.707486428884934,11.187176171289034,61.616665727579715,CI05
CI06,8416,17.057589763613773,9.151773737827611,22.62399896156509,11.274774095133917,46.34779083883454,CI06
CI07,3512,20.07291521741172,6.467576789440663,29.331297488790483,8.640600575627479,67.77958398473912,CI07
CI08,360,18.532171612569336,4.196956868380338,23.970593894858332,5.473605501671443,77.35312970265299,CI08
CI09,2240,22.48862466307577,8.783128988551399,32.88987536502177,12.404916841277798,60.9441256629069,CI09
