subject_id,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct
CA01,21.49570317117319,10.110165542882765,27.458310939604534,15.700106444340935,52.96657447130643
CA02,18.23886331432367,8.876157099260638,24.62018292626267,12.961100987657296,51.33382521546803
CA03,18.066249342293126,11.07853225897494,24.91654215889597,16.78754381594167,38.678294265317845
CA04,16.717657192465268,8.914741648949573,23.46935064242807,15.09013663693768,46.67469522603029
CA05,16.502522013151516,7.995254770126375,22.78853033211904,11.929817889356581,51.55131583066734
CA06,20.950003101395005,9.200571664445784,27.62806946325074,13.221578517262897,56.08319664719696
CA07,14.704750744691488,8.84254021613474,20.728537426859596,12.640111095336596,39.86609926504905
CA08,18.793633999956665,9.71724498490269,25.230605625010327,15.189855652831563,48.295018489105956
CA09,18.92629120771897,8.475659352481753,25.134658723224486,12.997679163809664,55.21753702582254
CA10,22.339468867159795,10.727883435848794,28.872116125916293,17.263271703389734,51.977893925583196
CA11,18.23141171222767,12.19544981448501,25.51871648956639,18.31482606568619,33.10748499906009
CB01,19.067440284502972,10.876446737943548,26.365446562916926,17.468284183806972,42.95801336908678
CB02,16.611912696016105,9.024065812625842,22.73652166550496,14.66976869735641,45.67714159255119
CB03,22.08995233999866,9.721561911588003,29.359535449227668,15.655235816784149,55.991023602232936
CB05,18.14031812032464,8.442460729319901,24.912463404032497,13.001579280801735,53.46023882645772
CB06,19.964561435290953,11.081878751908366,26.675303337308442,17.85850637279156,44.492250491818204
CB07,20.1572929998833,10.42994980973388,26.889779840405875,16.179009868537943,48.25719004136982
CB08,17.482241313767602,9.362140929136544,23.831144860313593,15.338646578392723,46.44770792768043
CB09,16.59640056533025,8.556458614049044,23.889056499827216,14.61311329352011,48.443889502622525
CB10,17.97375070625486,9.809263919443467,23.767400916382677,14.154295867107304,45.42450221016004
CB11,19.666716041273354,9.953310157170833,26.009709331451525,15.666477450122324,49.39007541329005
CB12,17.81981694268089,9.563438507362367,24.378405317543187,15.543465641579726,46.33256593979578
CB13,16.738699897842935,8.320916755059955,23.918521378392114,15.724873218563143,50.28934860029215
CB14,21.981856878661766,10.109489776341142,28.549489081917407,15.300955687965079,54.0098462466352
CB15,19.22887492826593,9.500070211352297,24.34086741403087,12.500657427686685,50.59476830135575
CB16,18.13473426584221,11.80842356682934,25.614588153047237,19.858638524759872,34.88504770058214
CB17,16.27469740700334,8.869113899677302,22.96908745534354,14.336220227015815,45.50366327634001
CB18,17.613350989013192,9.204607986229616,23.866139928676226,14.25647345583703,47.74073376513508
CB19,18.01696927272697,8.48768851564549,23.91715935158397,12.452266052993139,52.89058671763595
CB20,18.614978795102076,8.141581591760087,25.31526620506905,13.117461579478757,56.263277646589216
CB22,21.673915019194602,10.281972052598997,28.869080148357824,16.228277413775352,52.56061471361683
CB23,17.425375700736968,9.544953738846434,24.320572288195468,14.856010676925765,45.223828152854395
CB24,21.234902466882932,9.98214753809956,28.087222734872633,16.42212413211812,52.99179003215436
CB25,24.927470382968348,17.82363083790299,34.0342811956443,28.315151558716046,28.498036246465848
CB26,21.70573062011719,11.028922613074478,29.294629717875203,17.890489968924385,49.1888902239821
CI01,18.356056747562423,9.277453081032245,23.977416219463734,13.34693148210261,49.458354762036585
CI02,18.8372052089831,9.515461835766592,26.296483641083036,16.080757428312932,49.485808907423
CI03,16.396245969699393,8.213562383465556,23.497248312090896,12.884441790316885,49.90583577091737
CI04,18.622259532458088,10.580430073614185,24.594056752078234,15.356005288854915,43.183961886189024
CI05,22.931010001966797,14.486999811188138,29.91341502218095,21.49166708778199,36.823542399808886
CI06,16.83156506331107,11.530371838968232,22.851642255593685,16.685191207108392,31.49554544929525
CI07,19.148874565437513,9.00660150958586,27.136913747873844,16.269857272788954,52.96537413304594
CI08,18.629445847201254,9.089034441900594,24.79419763429201,13.445136294073844,51.21146105767789
CI09,17.221599632104173,10.064875684651106,25.490400009350076,19.45585247085271,41.55667359791387
