mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
16.788722465527286,7.05655251632324,22.588933039701438,8.85828141267642,57.96849622827085,S1
13.759882673122727,3.9663794839819344,21.54691449247281,5.967281033611532,71.17432191678866,S11
11.69676126659423,5.204012842897594,15.055638718416567,6.988014323021963,55.508941968746726,S12
10.2419215738159,3.970868621674412,15.388390282983975,4.918413294998328,61.22926158870244,S13
12.077827465711485,4.63979441867246,15.835940960332003,6.3713432520732685,61.58419689431176,S14
9.880783531386214,4.5977379046173334,14.578817099137686,5.396237974738122,53.46788146898813,S15
11.177581908859942,5.967485580752046,15.797071481428171,7.277581109044188,46.61201653980364,S16
13.107935155679819,4.173509008201436,19.017698088807634,5.791921175441991,68.16043901168518,S17
11.574634239066237,4.753976241457633,15.827605297967809,6.033986324695782,58.927633104705755,S18
13.605592832879744,7.999636676579403,20.42711838669823,8.974774872495358,41.20332149550143,S19
11.74447053934912,5.981231309160347,19.047428380901664,7.329224188237167,49.07193739283007,S2
12.848802947945703,4.686108536336761,16.85644476038379,5.750444753790074,63.528831788287434,S20
13.228665944063604,4.826696693975226,18.86329890470863,6.06965514334052,63.513352635975984,S21
15.504107855928826,6.627200330733321,21.288746564204512,8.43169380513928,57.255197188279006,S22
12.408066371312826,7.328059617218729,16.600853735423826,9.331259195780376,40.9411636114307,S23
17.01094276504684,11.641166028721399,24.160636393284715,13.726175405382035,31.56660280674723,S24
13.2855588930278,4.383497181193245,16.92622944427537,5.297240644367133,67.00554928484279,S25
13.998162755822262,4.361163122929435,19.889339003019458,5.883615783056904,68.84474627846791,S26
10.87314501962796,7.2286288758031345,15.226058437727021,8.750569715028929,33.51850947675053,S27
12.62499512347839,5.561613963903206,17.593285631062795,7.045446864547117,55.94759515145943,S28
12.518764438883021,5.570717411492273,17.802926947779675,6.948543877440705,55.501060518482625,S3
11.694405334656166,4.025119820184779,17.13152394979647,5.2752162109867315,65.58080804454069,S4
12.123406776734932,4.163055239623934,17.102493118798876,4.98184096581519,65.66101165876144,S6
16.25801193632632,10.338474143191148,23.815842158643637,15.261372449212459,36.40997322623911,S7
11.000913879195943,3.982742775188951,16.193867655271095,5.332763817895813,63.79625530274535,S8
12.033245751694027,5.789603666571481,19.89202895116715,7.762712219709723,51.88659995781747,S9
