set,frames,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
CA01,12350,7.866150861180721,3.410748040084405,11.26878977134989,4.515609984742713,56.640190351339804,CA01
CA02,11901,12.680093721428104,4.743035380891075,18.009285205402907,6.8111256674613525,62.594634668387236,CA02
CA03,10644,10.151913319663603,5.003755949138052,13.66123075760427,6.650064103126784,50.71120298627749,CA03
CA04,7176,7.688546453440469,3.5417198149636278,9.933167628120184,4.7175504164221085,53.93511847250686,CA04
CA05,6408,8.266599820596277,4.0762614104381685,13.06408163258925,5.809815317175847,50.68998743253373,CA05
CA06,9607,8.089695900889769,3.8951604028069258,11.764907955403487,5.6064323497554085,51.850348263665815,CA06
CA07,5906,7.0471419897031105,3.2238069731458325,10.540039473225708,4.231723854092311,54.253696351566646,CA07
CA08,10184,8.89534779429654,3.042170958290896,12.627197761554479,4.180369455650971,65.80042704747919,CA08
CA09,4148,8.007913054999305,3.223105380389873,12.209578230781535,4.306869323132345,59.75099431957865,CA09
CA10,17467,7.983802046039301,3.289788149052044,11.207287182739952,4.327840649669003,58.794216964784574,CA10
CA11,4096,11.344059861436044,4.458188245981088,14.389953714469174,5.6328559165412555,60.70024047442989,CA11
CB01,2628,8.446010154638046,3.309776357804684,11.69801633190908,4.334939120095593,60.81254583873367,CB01
CB02,9244,5.990772760741442,2.7612063501102764,9.095397760360955,3.661712584878031,53.90901206927872,CB02
CB03,9212,9.041157493684906,3.531033898746753,13.07810130531397,4.824571763031776,60.94489116893364,CB03
CB05,10927,8.712516785963432,4.048287387473289,11.45487375723554,5.174426599043906,53.5348110434013,CB05
CB06,8234,7.029425190195244,3.5318567849220166,9.629332741822884,4.676833063366757,49.75610822562978,CB06
CB07,17303,11.705074910230827,4.579703516625228,16.547601538884532,6.729429741936486,60.874205831674466,CB07
CB08,4572,8.89601498610899,2.9248363274866307,13.16892883327674,3.9698465156025367,67.12194918675695,CB08
CB09,5511,6.519729177684408,3.5640424722647728,8.978889976389766,4.793458030764619,45.33450124793983,CB09
CB10,3096,6.470661308762349,2.997707081478317,8.598091658894479,4.128918629911758,53.672322836323936,CB10
CB11,10730,9.56509094068871,3.885933865267801,13.483857456857022,4.92367219337698,59.37379070033176,CB11
CB12,11272,8.565526412379736,3.2460228733683842,11.804630012181613,4.238897731645415,62.10363826936644,CB12
CB13,10533,6.776277418403067,2.8921953081017477,9.428458114024563,4.022133784018325,57.318817847582494,CB13
CB14,3428,9.289287624638847,2.844470951125315,12.628111212339293,3.7757775154572784,69.37901951081095,CB14
CB15,1128,6.4781159513866085,3.499075623133424,8.54873269416594,4.783292776216501,45.986214983008075,CB15
CB16,3928,10.784041585869135,3.5063095927891945,13.383921386869982,4.478878661092647,67.48612693237676,CB16
CB17,3517,8.868266950562363,2.7796823001917903,11.687990807573165,3.7464983036703576,68.6558567114906,CB17
CB18,14105,10.134218279320452,4.361834722967444,15.486683948427187,6.129962144782074,56.95933714129625,CB18
CB19,8134,8.045878887384749,3.149187916944091,11.061155553936997,4.1499447492677195,60.85961569864358,CB19
CB20,4122,8.030825098431862,3.2889684395434777,12.034802592212795,4.197257072676789,59.04569705813045,CB20
CB22,11755,8.60935880961854,3.6670352761305702,12.449066065056542,4.89815700181541,57.40640671133733,CB22
CB23,5068,10.7345752023934,3.1316066327492127,14.52712145759548,4.174621223684725,70.82691607534703,CB23
CB24,9433,8.416294599215282,3.5179106254273735,11.293406038214165,4.91195932610905,58.201194314712126,CB24
CB25,3269,16.117074486390717,11.466782607862013,27.699865833406935,23.74605701180095,28.85320088614976,CB25
CB26,9200,7.416740360895796,3.9348233182484544,10.052394271341079,5.580482036868423,46.94672960382281,CB26
CI01,4763,8.013188207693805,3.483013951123479,11.66332147229033,4.828975743939005,56.53398047260031,CI01
CI02,4416,7.676779512312281,3.0025249309051376,11.333683863631293,4.049461308340663,60.88822238427475,CI02
CI03,3584,6.957809984189804,3.3014558348427263,9.525338285282526,4.122142400419558,52.55035934662477,CI03
CI04,9077,9.430522463283356,3.728211805660996,13.604533222136883,4.796760365795541,60.46654021369064,CI04
CI05,2969,15.912565068502623,6.500393504966003,22.34083631209067,10.167554913125736,59.149304483707034,CI05
CI06,19299,6.987208049292966,3.537359036634344,9.042493831751354,4.723868688618032,49.373784039645294,CI06
CI07,13290,5.749252139247637,3.2570211612636486,8.296491165167199,4.515351924777168,43.34878550499837,CI07
CI08,2822,9.797066292344047,3.955948736675055,13.535944083910698,5.04873342944242,59.621088409226694,CI08
CI09,8016,8.067771671547247,4.452927974816455,11.048106240450313,5.753832615129652,44.80597423795873,CI09
