mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
14.716377195448118,17.28409872482518,20.074533457531857,23.108111262195127,-17.448054607972935,SUME_S1
14.444907059474442,20.13027268825118,19.404606706623756,25.13288963554472,-39.35896302667932,SUME_S11
10.586281492157852,17.912147554266912,13.430036264846267,22.588744956788982,-69.20150448989992,SUME_S12
11.800269206483213,24.740792897261546,15.203655135749836,31.31991212582318,-109.66295314405752,SUME_S13
9.610067345092755,16.198910781206177,12.074217693511187,20.129998888608082,-68.56188619196224,SUME_S14
13.487863518161765,20.75985772263025,16.1634424681369,24.285137578686026,-53.91509333317729,SUME_S15
15.681782522442044,31.59753100208572,20.32904307080809,38.26428571444129,-101.49196022114711,SUME_S16
13.412355955845555,22.385636409128477,17.68967360661846,27.559651287596555,-66.90308908310821,SUME_S17
13.225338655415072,18.816097685554265,15.514964743408298,22.710180597915745,-42.27308786418165,SUME_S18
14.296036523102563,24.023573851417286,17.8598586983696,29.52408088242257,-68.04359594769437,SUME_S19
12.973221575061013,20.960504176279542,17.043178211947986,25.654429959192026,-61.567456895770825,SUME_S2
11.646638191410627,21.20553885884233,15.670887315638126,27.17107521108246,-82.0743334714508,SUME_S20
11.255335222458672,19.875742358010243,13.817571361424996,24.018305319574786,-76.58951923840155,SUME_S21
16.544116012679794,22.64967001021927,21.76177222858472,28.830893396093433,-36.904685586464936,SUME_S22
11.623190135836476,13.94906074044941,14.13590725948591,17.400422420483327,-20.010604467716988,SUME_S23
17.454292245302756,20.397976907783644,22.164384999913054,25.108675950209836,-16.865104703819096,SUME_S24
8.280636365227151,11.127440580049704,10.356870397115012,14.614039705884128,-34.37905118955747,SUME_S25
11.248554210245011,20.845382413107544,15.071554507772479,26.458967808573547,-85.31610394980261,SUME_S26
9.819190615821276,15.249220536461088,12.867323004253768,19.669562061545978,-55.30017832519331,SUME_S27
10.030606281670323,26.76396550480122,12.848443614861091,34.08563074481568,-166.82300903095972,SUME_S28
12.702425364850791,13.77029305576959,16.02676048585533,17.31243191301507,-8.406801537867906,SUME_S3
11.016354542001586,14.487479597578542,14.506701583270647,18.49748684404718,-31.508835725491082,SUME_S4
12.607964672923302,24.862885747703217,16.260777637794412,30.370539277818462,-97.19983671193513,SUME_S6
16.566457984926654,31.597143275770566,24.330600482942874,40.63805612339425,-90.7296255151216,SUME_S7
11.645116419518752,14.060282164781473,14.165311575287067,17.63604954830533,-20.73973035782265,SUME_S8
12.168460488290853,23.985353609341004,15.487999317884396,29.369047991843065,-97.11083117228347,SUME_S9
