set,frames,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id,view_type
PM_008_front,394,9.880723372477586,8.38359160615614,12.266087840693334,10.11271213790354,15.152046159815136,PM_008,front
PM_008_side,195,20.84918539308766,12.728077913221448,23.149842761174366,14.208255796180747,38.95167761594505,PM_008,side
PM_022_front,452,11.59029985317403,10.746153961486717,14.751051814283882,12.67106137379288,7.283210118641945,PM_022,front
PM_022_side,452,27.095506946102724,17.02204666434876,28.696035021036657,18.596024348689003,37.177604027825275,PM_022,side
PM_029_front,531,23.39671289158725,22.09681763164549,32.112269829292394,28.426253804969924,5.555888410329483,PM_029,front
PM_029_side,531,23.070448247371566,15.988615204418783,25.342580036806005,19.02079355903743,30.696555901377515,PM_029,side
PM_038_front,451,8.403507302721703,7.934068399151746,10.253043159629199,9.543619691952834,5.586225925190978,PM_038,front
PM_038_side,451,14.543906870977588,12.203277279167141,16.249574301330547,14.270037787865894,16.093540838611812,PM_038,side
PM_043_front,292,16.360800043628576,13.69965537517719,17.82476904996469,15.43108659875554,16.26537003908755,PM_043,front
PM_043_side,292,25.268251806346814,13.30419071219573,28.45581855983266,14.913517949682571,47.34819482504121,PM_043,side
PM_105_front,382,14.899088799146087,13.296885906939623,16.211165395562197,15.105120671438318,10.75369718112084,PM_105,front
PM_105_side,382,24.037228180443943,16.713097967050462,26.016767235073463,18.130519868131323,30.469945030318428,PM_105,side
PM_113_front,434,17.558130074063634,14.709696618732579,21.823165547807907,18.39967650128816,16.222874778326645,PM_113,front
PM_113_side,434,21.054342601622224,15.540687464079916,23.52566445484949,18.616069650237797,26.18773353254679,PM_113,side
PM_118_front,341,22.85889486412739,19.782664227547865,27.20154419931974,23.96799488988439,13.457477515271627,PM_118,front
PM_118_side,341,24.950412769790297,15.606324571538648,25.666587763113434,17.185065220452362,37.45063572481404,PM_118,side
PM_126_front,425,22.70549518938791,18.492715392338138,30.026927985651973,25.12914474630961,18.554009775654404,PM_126,front
PM_126_side,424,27.64938859899723,16.54847852157459,30.41295027960147,18.317672131139805,40.14884465772686,PM_126,side
