set,frames,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
CA01,3152,24.651697968183345,5.62078261448901,30.73795514818182,7.341507890807441,77.19920704146442,CA01
CA02,1016,19.685099586296666,6.346669890499576,23.321040132034454,9.29335038773064,67.75901558091346,CA02
CA03,1776,33.048223885923214,9.259860426998763,40.8649637962831,12.095686277831211,71.98076223714108,CA03
CA04,3048,21.086174792066483,3.4257978929537876,24.826658133869444,4.288379858088142,83.75334584515196,CA04
CA05,1264,33.908208915934495,13.36391956072591,41.3796784075496,15.866207864070812,60.587952038817946,CA05
CA06,1344,32.42149365425769,5.317567242798834,40.40444551573926,6.659410628887646,83.59863583243484,CA06
CA07,936,19.044064384812177,6.942481820294284,22.71980617086545,8.300577941379483,63.54516724995438,CA07
CA08,2664,27.36884885321072,5.704447042583005,33.530183788790296,7.405101727809777,79.15715391181386,CA08
CA09,664,18.393826101156712,5.931613716647299,22.39868099589032,7.552752137211096,67.7521485523108,CA09
CA10,5507,30.19788860891164,5.094856632305354,35.124732116392984,6.697300128546438,83.12843424820826,CA10
CA11,2336,34.63247388543655,7.661277399586079,40.154648767295434,10.19542996556626,77.87834208745984,CA11
CB01,568,29.12764245533307,4.484105614321619,35.867182132288,6.313657913062993,84.6053259504337,CB01
CB02,2024,33.10660977895701,5.105377604613682,38.95111821334899,6.750394333722232,84.57897791800256,CB02
CB03,1048,36.906938263433254,4.05339242264393,44.13531726082048,5.124049370766038,89.01726175790647,CB03
CB05,1048,32.828763176393316,5.159317177506515,41.45008191649296,6.853825770884069,84.28415609267758,CB05
CB06,2064,26.200134882419505,6.9780241979291615,32.625755246179565,9.985980364241732,73.36645696961098,CB06
CB07,2392,34.72197465090135,7.090158095402315,40.92212877963911,8.942642568314552,79.58019909095734,CB07
CB08,760,28.17527098697953,3.7067966424866063,34.24262988737058,4.672803741873147,86.84379417610711,CB08
CB09,1456,23.290441949245587,8.356867886984073,28.91354077473967,10.56160059998104,64.11889518801182,CB09
CB10,1144,25.085465412003014,4.653950101039885,29.607702447050432,5.797936046201697,81.44762305740183,CB10
CB11,1936,30.42498094347831,5.3079527317958615,37.90122038694686,7.211862940379334,82.5539653035226,CB11
CB12,4136,24.854455472537467,6.045261872014691,29.443327862720047,8.069812419298206,75.67735137591606,CB12
CB13,2944,32.756522114975475,4.84221273005255,39.289753766256375,6.700821957941977,85.21756151933234,CB13
CB14,616,31.65875090691228,5.813790596481354,38.293921428347375,7.228639006293604,81.63607081790461,CB14
CB16,1560,26.60653268976325,5.1551158835254745,34.38522735231409,7.332842545969137,80.62462349515808,CB16
CB17,568,32.91228077313978,5.331181609351895,39.83598223639425,6.859193029198152,83.80184695767802,CB17
CB18,1944,35.786085440782976,3.6763922244003937,41.07340350265976,5.059180834810338,89.72675502470393,CB18
CB19,1240,33.78146443595565,5.284095534068141,40.41549444999744,6.924491404419699,84.35800335392221,CB19
CB20,504,25.709004820970463,4.341339200351511,30.8738457155841,5.780395543295139,83.11354628238917,CB20
CB22,1304,34.18425169747057,5.422055432092892,43.92890199486702,7.127144806165561,84.13873300466574,CB22
CB23,1320,24.525180164129157,3.773228087655644,30.389739397121755,5.0821719528147336,84.6148812673172,CB23
CB24,1792,30.415146814610218,5.918347219327332,38.41035925860522,8.284628820328967,80.54144780098713,CB24
CB25,542,36.43162321905174,21.73006428465796,42.17418401131782,41.12952551466805,40.35383997577596,CB25
CB26,1424,32.87755599553309,6.8998780421490356,38.89458890285725,8.910192258869982,79.0134095031684,CB26
CI01,656,25.314213697084817,5.759860837096127,29.379300162928082,7.189876579577988,77.2465346701271,CI01
CI02,648,28.62739634879117,4.955485204978577,33.71437241566914,7.039567167503126,82.68971042772519,CI02
CI03,1128,20.060683692375747,4.81815550501382,24.213752132667093,6.509079233384633,75.98209722610298,CI03
CI04,1336,22.639333409608028,4.265821887396137,27.517647306801955,5.3688479598540075,81.15747575153543,CI04
CI05,1064,29.35646421548932,6.619966396731052,35.143762107310884,8.898250877644122,77.44971482894671,CI05
CI06,8416,19.086459656461056,6.218703308853241,22.911655388855102,7.784862865219123,67.41824612429829,CI06
CI07,3512,31.806948279245063,5.337049724045486,37.30139408889095,6.858846800335379,83.22049107890032,CI07
CI08,360,24.727489671102624,3.451001201151638,30.566826847275458,4.152230609645471,86.04386758602271,CI08
CI09,2240,23.793959436948295,5.377621817981241,28.90192070013595,7.226940836088686,77.39921414831599,CI09
