mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct,subject_id
13.177350062910605,6.100714843346991,17.962640058473013,9.123882609931899,53.70302212340658,CA01
14.320780137836005,6.942906031952606,18.89189599761873,9.87647826179969,51.5186605399436,CA02
16.234692170994343,8.448241280174317,22.78963745368109,12.640079813916058,47.961801854990895,CA03
12.080164356332046,5.636084432307849,17.28083797089339,8.186879877960418,53.34430669932409,CA04
14.107366851757007,7.471068441744991,18.95622663175182,11.011219484228363,47.04136838396243,CA05
13.920777984485193,8.04605299260261,19.92172963361538,12.059542772556364,42.20112552926285,CA06
12.509270631237,5.925646593807999,16.591326818106083,8.395814094527742,52.629959263883705,CA07
12.74177620463226,5.687245994520258,17.894505960227715,8.458258346985826,55.36535956068146,CA08
14.109015061131894,5.874409867633603,18.48522016551738,8.363331010444611,58.36413922459638,CA09
15.143639639930305,6.657090394590021,20.596486960083464,10.21316844178177,56.04035388535791,CA10
15.870857702344198,8.779836627887168,21.738185722848556,12.715385582171422,44.67950760726469,CA11
11.694740817372647,6.127049168149369,16.007083475107326,8.676091947222268,47.60850827025102,CB01
14.586905163863264,6.264808915668013,20.326368356993083,9.900101934533557,57.05182939566866,CB02
15.784513251501638,7.509297706040635,22.438069836890644,11.93195789388478,52.42616869844719,CB03
13.36074129326229,5.905086739236749,17.685188646040647,8.602184786419238,55.802701290125015,CB04
14.558354618726502,7.938980145838172,23.82431199154839,13.064045078394246,45.46787495046857,CB05
11.982230938603216,6.533335288397865,15.673793410160085,9.251011437591735,45.47480079565664,CB06
16.136469759429133,7.657622730814726,22.588890193067186,12.208210119662477,52.544621934174316,CB07
12.900248691859376,5.452624131574088,17.018336087230576,7.777667005749422,57.732410732399806,CB08
11.391524486028343,5.459296989797693,15.545762828720578,8.219517887584987,52.075799894092334,CB09
14.376915085953584,6.505890724502316,23.801561051633787,13.721269999665822,54.74765841207028,CB10
13.771039416066344,6.1288755808864215,18.3040845792228,8.618740471568245,55.49445909118516,CB11
14.568860127416393,6.683984398635634,20.999907915655847,11.137534822391062,54.12143201198434,CB12
14.28746060648216,6.870042440674669,21.88345040950023,13.510447168379157,51.91558087265864,CB13
13.771239203122224,5.950608632811225,17.832957397034193,8.5770928534418,56.78959209813087,CB14
15.765719689549991,7.319178653839951,21.623847339425577,10.861134207620882,53.57535971737891,CB15
14.502438304744588,7.2934201524009366,19.752059776530533,10.3784213095715,49.70900755347578,CB16
13.667370820540018,6.902887577040376,18.6891337766002,10.161127347691675,49.49366877010195,CB17
15.192627925425212,6.983107615936975,20.02830100242534,10.850864626380382,54.03620986300478,CB18
13.63442647311785,6.097910867842392,18.80361017202752,8.812288673014857,55.27563348656239,CB19
14.264133722387164,6.71690501555176,22.08101605585197,9.889814330455371,52.91052968039859,CB20
22.235136035145295,8.947882964870953,37.58960307186019,16.42319853912065,59.757912203785246,CB21
13.586948248243992,6.94915019278654,19.085539841839886,10.38887081048947,48.8542234369321,CB22
13.647245490574385,5.579860401193859,18.400977874412483,8.723236719712663,59.11365113899615,CB23
14.74772527149229,7.503879764716762,21.94548006919903,13.668870220625225,49.11839197857894,CB24
15.260420516665155,8.209609072533768,20.894617083118185,14.875739873198116,46.203257875047036,CB25
14.104866086619866,6.199130875604921,18.472913939716708,9.471862243351088,56.04970059598418,CB26
13.85880687414324,6.854615670238075,18.864378240966282,9.749329130842264,50.53964073179401,CI01
13.74866585058416,5.938623831166565,18.126924614349118,8.478743869649755,56.80581741017263,CI02
12.868533393344721,5.989158851348515,16.88053751457576,8.63220438585669,53.45888557552366,CI03
13.64084772431952,5.951937609831658,18.70436249308721,8.536100316603545,56.366805567220915,CI04
16.055425655777487,7.0570371495962405,22.201978018818796,10.336107816504207,56.04577978250741,CI05
13.644833184760056,5.853140119358499,20.288293400053586,8.633386390014135,57.10361541175979,CI06
18.320142333041403,7.862667849433444,29.743150920353067,15.773466903215446,57.08184081488995,CI07
14.311104441063689,6.2619915533394055,19.83889554322187,9.382878518919545,56.24382744792564,CI08
13.62477559284558,7.43612822714884,21.835191610344207,14.233957449399865,45.42201318124037,CI09
