subject_id,mae_raw,mae_corrected,rmse_raw,rmse_corrected,improvement_pct
CA01,13.150055104558717,10.717988531167949,17.930995534111386,17.111253721390035,18.494725338053115
CA02,14.319457120772578,11.958860120965202,18.899589991326202,17.88180387877461,16.485240885165727
CA03,16.219703384241544,15.270171484097412,22.769481707166328,22.259889439488887,5.854187821132793
CA04,12.060013439818809,10.481313197564113,17.2530334783256,17.15442872850972,13.09036884687265
CA05,14.087556846825132,13.076747983035215,18.9330984814782,18.272340098404033,7.175189245236087
CA06,13.88893687512554,13.139027219208845,19.886131830172527,19.45391434870264,5.399330867863244
CA07,12.505055229810354,10.368197980839607,16.58822462381962,15.487269002222389,17.087947311714142
CA08,12.716538770315557,12.030905318712238,17.86428092568657,17.49967245204605,5.391667213753209
CA09,14.095320482541938,12.962343997644071,18.467031307763268,17.789206870650958,8.037961863308743
CA10,15.145428695839584,14.206233370718197,20.59913959574133,20.317244283389382,6.201180197556126
CA11,15.86063063504835,15.167404448639214,21.713247684608316,22.343293931835838,4.370735327996767
CB01,11.688252652672958,10.905497934777475,16.01222535909489,15.676122134970953,6.6969353003887715
CB02,14.631786132524836,13.64852748078449,20.528619374783514,20.2141282437527,6.720017931062235
CB03,15.795380843819034,14.745802365820598,22.486583344236365,22.040975188275645,6.644844390752068
CB04,13.333092034033374,11.158349274338645,17.65833941851286,17.20531800136509,16.310865882749408
CB05,14.620619234774157,14.29822278244451,24.036554297073092,23.717375265640424,2.2050806956441953
CB06,11.95991032429006,11.405736063691203,15.655237311944035,15.444011502792756,4.633598794410305
CB07,16.132550082455314,15.634219428982869,22.593491555069264,22.74128870386461,3.0889763300000315
CB08,12.878631675707522,12.383909017580455,16.994694011237833,17.10487933147608,3.841422525191428
CB09,11.367862811809482,10.660210566937234,15.518879442591457,15.74105775745376,6.225024497455274
CB10,14.345882864743668,11.927178429978104,23.752737628786605,22.98208535848979,16.859920421557
CB11,13.743964720379916,12.883841714665216,18.276650252545934,18.07022548192549,6.258186943970297
CB12,14.56005492650638,13.663302514355596,20.997011400073266,20.688584940061887,6.158990585387549
CB13,14.307804048851409,12.97947065368782,21.926602112541158,21.934561989458164,9.28397810473386
CB14,13.743411564050636,12.819271121292287,17.804271330692252,17.5737467497892,6.724243383467256
CB15,15.76055843301076,15.31854989109407,21.60950991515981,21.855870501489093,2.804523353632536
CB16,14.485541595935103,13.321374323033522,19.729012270103997,19.294967615970645,8.036753511710373
CB17,13.66864037098121,13.360683170555577,18.705496002814865,18.714669072097003,2.2530199937034894
CB18,15.163026431548094,13.750282687220519,19.99694508841094,20.012602580912024,9.31703015031504
CB19,13.679928807030956,10.729828414050898,18.925991250813315,17.048278471905267,21.56517358090212
CB20,14.332044335318846,14.282655458959837,22.31984743609746,22.44314811975203,0.3446045463123398
CB21,22.29398417765617,21.548508988265965,37.699891492645804,37.436345462651545,3.3438401294702076
CB22,13.563713399092478,12.850817941183438,19.057103737163132,18.935625116117322,5.255901808989407
CB23,13.637906426233302,12.8723265823083,18.386434480982988,18.508678387011415,5.613617075802519
CB24,14.740653668752469,14.144081074304081,21.930667410546853,21.970888576196344,4.047124421035778
CB25,15.242358940955228,14.540539290779513,20.868382797317363,20.803180718883073,4.604403116960923
CB26,14.08550776305787,13.68950680242312,18.447173732022627,18.78506442384745,2.811407066725298
CI01,13.851691173457805,13.002483538321343,18.855119880945974,18.676962648467427,6.130714470184612
CI02,13.728490730862715,13.817073269389994,18.104427633720473,18.620379670091026,-0.6452460089304504
CI03,12.853836696660592,11.933189493274748,16.863242322138365,16.382073287047923,7.16243114886489
CI04,13.616471079573985,12.9622106626603,18.674545001666637,18.390915687399232,4.804919079915928
CI05,16.030896357176356,15.64965783037906,22.170889287617452,22.54207372503972,2.3781485345741924
CI06,13.621275823659273,12.797521112971157,20.259594202587902,20.032051255739194,6.047559137282185
CI07,18.31299141054456,17.357297945429046,29.77090087314642,29.457695589913744,5.218663863759732
CI08,14.309213925477003,14.043772472153044,19.862762178693192,19.878571083451497,1.8550386814145714
CI09,13.594184456966932,11.796675119049617,21.79011754309727,21.92427762243406,13.222634602372954
